plant_id,plant_name,technology,plant_municipality,plant_ort,commissioning_date,grid_connection_level,capacity_mw,capacity_factor,energy_mwh_annual,substation_id,substation_name,distance_m
SEE991460954623,WEA 04 Milow,Wind,Uckerland,Uckerland,3/21/2018,Hochspannung,3.45,0.3,9066.6,1467,Wilsickow,2822.636404224022
SEE923768594577,WEA 06 Milow,Wind,Uckerland,Uckerland,3/20/2018,Hochspannung,3.45,0.3,9066.6,1467,Wilsickow,3127.884929189391
SEE978497473099,WEA 02,Wind,Heckelberg-Brunow,Heckelberg-Brunow,6/30/2017,Hochspannung,3.4,0.3,8935.199999999999,1839,Beiersdorf,3556.346790967533
SEE991049924139,WEA 03,Wind,Heckelberg-Brunow,Heckelberg-Brunow,12/22/2018,Hochspannung,3.6,0.3,9460.8,1839,Beiersdorf,3715.879756336768
SEE987450411863,WEA 03,Wind,Uckerland,Uckerland,9/26/2019,Hochspannung,4.2,0.3,11037.6,1110,TrSt Karlstein,1879.848599557109
SEE928157517816,Banane,Solare Strahlungsenergie,Potsdam,Potsdam,12/14/2011,Hochspannung,7.788,0.12,8186.7456,781,,265.6380398838988
SEE945541063452,WEA05 - NX84610,Wind,Plattenburg,Plattenburg,4/13/2016,Hochspannung,3.0,0.3,7884.0,3438,,2331.3343841678998
SEE972300291085,WEA09 - NX85663,Wind,Groß Pankow (Prignitz),Groß Pankow,1/23/2018,Hochspannung,3.9,0.3,10249.199999999999,3438,,2335.8522447118667
SEE978857367860,15407,Wind,Bliesdorf,Bliesdorf,12/28/2004,Hochspannung,0.85,0.3,2233.7999999999997,1711,Bliesdorf,2073.1398281758507
SEE950716224514,V22165,Wind,Groß Pankow (Prignitz),Groß Pankow,9/1/2005,Hochspannung,1.5,0.3,3942.0,3417,,10.994733512610138
SEE957657046045,V22166,Wind,Groß Pankow (Prignitz),Groß Pankow,9/1/2005,Hochspannung,1.5,0.3,3942.0,3416,,12.69045733675316
SEE906250475424,V22170,Wind,Groß Pankow (Prignitz),Groß Pankow,9/27/2005,Hochspannung,1.5,0.3,3942.0,2392,,1251.9980968845937
SEE945055213800,RCP Solarpark Werneuchen,Solare Strahlungsenergie,Werneuchen,Werneuchen,12/16/2011,Hochspannung,4.799,0.12,5044.7088,2475,Werneuchen TrSt ZBE,1155.131362804359
SEE918195172979,PVA Gahro 1.3,Solare Strahlungsenergie,Heideblick,Heideblick,5/26/2011,Hochspannung,4.572,0.12,4806.0864,1731,,2951.608739682783
SEE914913479924,PVA Gahro 1.2,Solare Strahlungsenergie,Heideblick,Heideblick,5/26/2011,Hochspannung,4.56,0.12,4793.472,1731,,2951.608739682783
SEE922610860266,Rosenthal NM68483 (1),Wind,Dahme/Mark,Dahme,12/28/2003,Hochspannung,1.5,0.3,3942.0,2859,,1541.6686228339222
SEE931818100494,Rosenthal NM68479 (2),Wind,Dahme/Mark,Dahme,12/23/2003,Hochspannung,1.5,0.3,3942.0,2859,,1388.1546254967523
SEE940851939510,Rosenthal NM68477 (3),Wind,Dahme/Mark,Dahme,12/30/2003,Hochspannung,1.5,0.3,3942.0,2859,,1104.9366339303567
SEE961231392121,Rosenthal NM68481 (4),Wind,Dahme/Mark,Dahme,12/22/2003,Hochspannung,1.5,0.3,3942.0,2859,,869.5027032846107
SEE901640200433,Rosenthal NM68485 (5),Wind,Dahme/Mark,Dahme,12/29/2003,Hochspannung,1.5,0.3,3942.0,2859,,751.4121471940944
SEE945604931421,Rosenthal NM68482 (6)*,Wind,Dahme/Mark,Dahme,12/29/2003,Hochspannung,1.5,0.3,3942.0,2859,,390.50523162819894
SEE976378310426,Rosenthal NM68478 (7),Wind,Dahme/Mark,Dahme,12/30/2003,Hochspannung,1.5,0.3,3942.0,2859,,1965.5139248910025
SEE930007654190,Rosenthal NM68475 (8),Wind,Dahme/Mark,Dahme,12/31/2003,Hochspannung,1.5,0.3,3942.0,1669,,1867.4572252528824
SEE927410871788,WEA Stolzenhain 01 (821130),Wind,Schönewalde,Schönewalde,1/7/2009,Höchstspannung,2.0,0.3,5256.0,2673,UW Schönewalde (Energiequelle),3433.4751642232077
SEE941238614303,WEA Stolzenhain 02 (821131),Wind,Schönewalde,Schönewalde,1/9/2009,Höchstspannung,2.0,0.3,5256.0,2673,UW Schönewalde (Energiequelle),3491.1952468167588
SEE910649002115,WEA Stolzenhain 03 (821132),Wind,Schönewalde,Schönewalde,1/12/2009,Höchstspannung,2.0,0.3,5256.0,2673,UW Schönewalde (Energiequelle),3653.9959796898684
SEE959352609198,WEA07 - NX86315,Wind,Plattenburg,Plattenburg,10/15/2019,Hochspannung,3.0,0.3,7884.0,3438,,2021.812955240713
SEE998224745404,WEA08 - NX86316,Wind,Plattenburg,Plattenburg,10/23/2019,Hochspannung,3.0,0.3,7884.0,3438,,1774.510537592842
SEE957156997169,WEA 06,Wind,Uckerland,Uckerland,10/9/2019,Hochspannung,4.2,0.3,11037.6,1110,TrSt Karlstein,1257.1717666259738
SEE948629022273,V37172,Wind,Märkische Heide,Märkische Heide,12/17/2009,Hochspannung,2.0,0.3,5256.0,1716,,928.1744609848406
SEE956930322647,V37176,Wind,Märkische Heide,Märkische Heide,12/21/2009,Hochspannung,2.0,0.3,5256.0,1716,,1108.6837947792706
SEE982659103144,V37175,Wind,Märkische Heide,Märkische Heide,12/30/2009,Hochspannung,2.0,0.3,5256.0,1716,,1200.3212163262615
SEE972769042815,V-20489,Wind,Mühlenfließ,Haseloff,12/15/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,2206.269642758517
SEE923789524799,V18215,Wind,Zehdenick,Zehdenick,12/31/2003,Hochspannung,2.0,0.3,5256.0,1707,Umspannstation Klein Mutz,814.8546951038447
SEE991164146959,V-20490,Wind,Mühlenfließ,Haseloff,12/10/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,2593.951535386108
SEE921233970499,V18217,Wind,Zehdenick,Zehdenick,12/11/2003,Hochspannung,2.0,0.3,5256.0,1707,Umspannstation Klein Mutz,857.918395357964
SEE914568245851,V-20491,Wind,Mühlenfließ,Haseloff,12/15/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,2480.7313547407693
SEE951460399695,V-20492,Wind,Mühlenfließ,Haseloff,12/14/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,2898.247152445306
SEE937632052490,V-20493,Wind,Mühlenfließ,Haseloff,12/18/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,3369.658944806144
SEE989853589200,V18218,Wind,Zehdenick,Zehdenick,12/10/2003,Hochspannung,2.0,0.3,5256.0,1707,Umspannstation Klein Mutz,310.5726637870887
SEE984742955302,V-20495,Wind,Niemegk,Niemegk,12/22/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,3783.8825603928276
SEE944848018905,V-20499,Wind,Mühlenfließ,Haseloff,12/30/2004,Hochspannung,2.0,0.3,5256.0,2256,,3264.2716903222063
SEE911426193859,V-20500,Wind,Mühlenfließ,Haseloff,12/30/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,3276.1693633654363
SEE960421252405,V18219,Wind,Zehdenick,Zehdenick,12/18/2003,Hochspannung,2.0,0.3,5256.0,1707,Umspannstation Klein Mutz,262.1875199553963
SEE969685797998,V-20501,Wind,Mühlenfließ,Haseloff,1/18/2005,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,2885.0473582781856
SEE982439001943,V-20494,Wind,Mühlenfließ,Haseloff,12/19/2004,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,3501.965372871078
SEE901131044836,V-20496,Wind,Niemegk,Niemegk,12/22/2004,Hochspannung,2.0,0.3,5256.0,2256,,3458.8662059369963
SEE971547751482,V-20497,Wind,Niemegk,Niemegk,12/30/2004,Hochspannung,2.0,0.3,5256.0,2256,,2836.6368716773845
SEE920638599991,V-20498,Wind,Niemegk,Niemegk,12/30/2004,Hochspannung,2.0,0.3,5256.0,2256,,3037.5926275450347
SEE940215070804,V-25865,Wind,Mühlenfließ,Haseloff,3/16/2007,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,1843.5956889444108
SEE969957854725,V-25866,Wind,Mühlenfließ,Haseloff,3/21/2007,Hochspannung,2.0,0.3,5256.0,1746,Neu Rietz,1957.7925080436773
SEE986694467728,V37173,Wind,Märkische Heide,Märkische Heide,12/23/2009,Hochspannung,2.0,0.3,5256.0,1716,,1358.4514168972667
SEE901286068022,WEA 01,Wind,Müllrose,Müllrose,6/8/2021,Hochspannung,5.6,0.3,14716.8,1794,Pillgram,4250.418573430209
SEE962361404593,WEA 02,Wind,Müllrose,Müllrose,6/18/2021,Hochspannung,5.6,0.3,14716.8,1590,Trafostation,4016.1689164526315
SEE932950153287,WEA Koßdorf 01 (V-223757),Wind,Falkenberg/Elster,Koßdorf,11/13/2018,Hochspannung,3.3,0.3,8672.4,2495,,5240.608570986377
SEE935216653217,WEA Koßdorf 02 (V-223756),Wind,Falkenberg/Elster,Koßdorf,11/13/2018,Hochspannung,3.3,0.3,8672.4,2961,,4870.5257366679625
SEE934369748399,WEA Koßdorf 10 (V-223755),Wind,Falkenberg/Elster,Koßdorf,11/15/2018,Hochspannung,3.3,0.3,8672.4,1996,,3424.136149068834
SEE970177445808,PVA Neuhardenberg Flugplatz,Solare Strahlungsenergie,Neuhardenberg,Neuhardenberg,9/30/2012,Hochspannung,6.49,0.12,6822.288,3425,UW Wuschewier,3877.2631787861283
SEE964201906342,PVA Walddrehna 1,Solare Strahlungsenergie,Heideblick,Heideblick,3/30/2012,Hochspannung,5.6064,0.12,5893.447679999999,1731,,7293.422653503119
SEE995781422496,PVA Walddrehna 2.1,Solare Strahlungsenergie,Heideblick,Heideblick,6/29/2012,Hochspannung,14.588,0.12,15334.905599999998,1731,,7813.648482623735
SEE968881194006,PVA Walddrehna 2.2,Solare Strahlungsenergie,Heideblick,Heideblick,6/29/2012,Hochspannung,13.164,0.12,13837.996799999999,1731,,7503.288242106745
SEE904573377807,PVA Walddrehna 2.3,Solare Strahlungsenergie,Heideblick,Heideblick,6/29/2012,Hochspannung,13.202,0.12,13877.9424,1731,,7940.270593784035
SEE905317227136,PVA Gahro 1.1,Solare Strahlungsenergie,Heideblick,Heideblick,5/26/2011,Hochspannung,4.56,0.12,4793.472,1731,,2922.2717604703594
SEE994587872351,PVA Cahnsdorf 2,Solare Strahlungsenergie,Luckau,Luckau,6/9/2016,Hochspannung,8.1,0.12,8514.72,1670,Willmersdorf West,2464.407438405687
SEE937740666466,PVA Cahnsdorf 1,Solare Strahlungsenergie,Luckau,Luckau,6/9/2016,Hochspannung,1.62,0.12,1702.944,1670,Willmersdorf West,2385.6502090111785
SEE951988906740,N1 Neue Trift 1,Wind,Prenzlau,Prenzlau,12/5/2020,Hochspannung,3.63,0.3,9539.64,2664,Karlshof,623.7674585713305
SEE907878499779,N2 Neue Trift 2,Wind,Prenzlau,Prenzlau,11/30/2020,Hochspannung,3.63,0.3,9539.64,2664,Karlshof,774.9539617644527
SEE931711818823,N3 Neue Trift 3,Wind,Prenzlau,Prenzlau,11/30/2020,Hochspannung,3.63,0.3,9539.64,2664,Karlshof,216.97389257008837
SEE904954423369,N4 Neue Trift 4,Wind,Prenzlau,Prenzlau,11/30/2020,Hochspannung,3.63,0.3,9539.64,2664,Karlshof,1057.6540091263273
SEE950555503320,N5 Neue Trift 5,Wind,Prenzlau,Prenzlau,11/30/2020,Hochspannung,3.63,0.3,9539.64,1466,Dauer,1264.06321323973
SEE942061359966,N6 Neue Trift 6,Wind,Prenzlau,Prenzlau,11/30/2020,Hochspannung,3.63,0.3,9539.64,1466,Dauer,709.7999859082855
SEE989158055875,E70965,Wind,Plattenburg,Plattenburg,12/18/2002,Hochspannung,1.8,0.3,4730.4,3438,,3826.808089977151
SEE943357198436,P5 Prähnsee 5,Wind,Grünow,Grünow,10/19/2019,Höchstspannung,3.63,0.3,9539.64,292,,1943.2996092780124
SEE998756028457,P6 Prähnsee 6,Wind,Grünow,Grünow,10/24/2019,Höchstspannung,3.63,0.3,9539.64,292,,2317.0165089109787
SEE978519600557,P2 Prähnsee 2,Wind,Grünow,Grünow,11/19/2019,Höchstspannung,3.63,0.3,9539.64,3033,,1907.7210072586877
SEE972042655381,P3 Prähnsee 3,Wind,Grünow,Grünow,11/18/2019,Höchstspannung,3.63,0.3,9539.64,292,,2458.6759815658193
SEE981221563874,V37179,Wind,Märkische Heide,Märkische Heide,12/23/2009,Hochspannung,2.0,0.3,5256.0,1716,,1438.0283251207711
SEE932986856893,V229541,Wind,Heiligengrabe,Groß Pankow,10/11/2019,Hochspannung,3.45,0.3,9066.6,3416,,1116.1232036970373
SEE923439797412,28810,Wind,Wriezen,Wriezen,12/19/2007,Hochspannung,2.0,0.3,5256.0,3424,,6597.514147371018
SEE903521435132,825773,Wind,Gumtow,Gumtow,4/22/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1539.7127430290466
SEE945453378590,825774,Wind,Gumtow,Gumtow,4/9/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1486.7391730599004
SEE903569494245,825770,Wind,Gumtow,Gumtow,3/17/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1966.771577620039
SEE976044982186,825766,Wind,Gumtow,Gumtow,5/12/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1766.7461634375982
SEE967117003242,825771,Wind,Gumtow,Gumtow,3/31/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1767.6247145320744
SEE960417691966,825772,Wind,Gumtow,Gumtow,4/4/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1766.7461634375982
SEE936114799717,825768,Wind,Gumtow,Gumtow,4/15/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1486.7391730599004
SEE937628368123,825767,Wind,Gumtow,Gumtow,3/10/2014,Hochspannung,2.3,0.3,6044.4,2515,Trafostation Zichtow Dorf MS-Raum/NS-Raum,1539.7127430290466
SEE930133982136,V 37178,Wind,Märkische Heide,Märkische Heide,12/19/2009,Hochspannung,2.0,0.3,5256.0,1716,,1641.5523208066859
SEE990700826782,825769,Wind,Plattenburg,Plattenburg,3/25/2014,Hochspannung,2.3,0.3,6044.4,1802,Vehlin,2289.9555130192566
SEE904956296985,V 37177,Wind,Märkische Heide,Märkische Heide,12/26/2009,Hochspannung,2.0,0.3,5256.0,1716,,1642.0903280190773
SEE985405820166,V 41274,Wind,Märkische Heide,Märkische Heide,12/13/2010,Hochspannung,2.0,0.3,5256.0,1716,,1799.0590369529614
SEE913167245064,V 41275,Wind,Märkische Heide,Märkische Heide,12/20/2010,Hochspannung,2.0,0.3,5256.0,1716,,1897.2729763198356
SEE921888303598,PVA Welzow III,Solare Strahlungsenergie,Neu-Seeland,Neu-Seeland,10/29/2019,Hochspannung,8.4,0.12,8830.08,1492,,1835.8778269908626
SEE974267684610,Photovoltaikkraftwerk Reckahn III,Solare Strahlungsenergie,Kloster Lehnin,Kloster Lehnin,7/1/2011,Hochspannung,1.76,0.12,1850.112,1764,Reckahn,1250.1426363080407
SEE919840860500,WEA L-02,Wind,Uckerland,Uckerland,8/27/2021,Hochspannung,4.2,0.3,11037.6,1110,TrSt Karlstein,1325.5518234138456
SEE967034399183,WEA L-03,Wind,Uckerland,Uckerland,9/17/2021,Hochspannung,4.2,0.3,11037.6,1110,TrSt Karlstein,1476.5640008926543
SEE905456738951,WEA L-04,Wind,Uckerland,Uckerland,8/27/2021,Hochspannung,4.2,0.3,11037.6,1110,TrSt Karlstein,1216.2284110604894
SEE995542774468,V24206,Wind,Lebus,Wulkow,2/28/2007,Hochspannung,2.0,0.3,5256.0,236,Trafostation,5902.499823944135
SEE996798647728,25670,Wind,Falkenberg,Falkenberg,12/28/2006,Hochspannung,2.0,0.3,5256.0,1839,Beiersdorf,6249.067513747809
SEE962408994049,V24207,Wind,Lebus,Wulkow,3/16/2007,Hochspannung,2.0,0.3,5256.0,236,Trafostation,5594.180107602669
SEE998541798374,25671,Wind,Falkenberg,Falkenberg,12/30/2006,Hochspannung,2.0,0.3,5256.0,1839,Beiersdorf,6603.624143137234
SEE955646538502,25672,Wind,Falkenberg,Falkenberg,12/29/2006,Hochspannung,2.0,0.3,5256.0,1839,Beiersdorf,6215.133234933205
SEE959386848310,25673,Wind,Falkenberg,Falkenberg,12/31/2006,Hochspannung,2.0,0.3,5256.0,1839,Beiersdorf,6571.290646421757
SEE969154005982,V24208,Wind,Lebus,Wulkow,3/20/2007,Hochspannung,2.0,0.3,5256.0,236,Trafostation,5317.845609492517
SEE934332798000,V24209,Wind,Lebus,Wulkow,3/8/2007,Hochspannung,2.0,0.3,5256.0,236,Trafostation,5745.7764897125835
SEE977299945018,V24210,Wind,Lebus,Wulkow,3/15/2007,Hochspannung,2.0,0.3,5256.0,236,Trafostation,6196.342137816337
SEE944305766387,WEA 24116,Wind,Gumtow,Gumtow,5/19/2006,Hochspannung,2.0,0.3,5256.0,2145,,930.1811431784487
SEE904071900248,WEA 24117,Wind,Plattenburg,Plattenburg,6/9/2006,Hochspannung,2.0,0.3,5256.0,2145,,1174.0853405669106
SEE912260285519,W1 Werbelower Weg 1,Wind,Uckerland,Uckerland,10/25/2019,Hochspannung,3.6,0.3,9460.8,1467,Wilsickow,3604.7407144505946
SEE932793722657,W2 Werbelower Weg 2,Wind,Uckerland,Uckerland,10/29/2019,Hochspannung,3.6,0.3,9460.8,1467,Wilsickow,3892.178643136814
SEE962222371729,V215663,Wind,Groß Pankow (Prignitz),Groß Pankow,3/31/2017,Hochspannung,3.45,0.3,9066.6,3417,,397.0118034412599
SEE922790698185,V218557,Wind,Groß Pankow (Prignitz),Groß Pankow,4/13/2017,Hochspannung,3.45,0.3,9066.6,3415,,628.7354308974975
SEE954305187686,V215665,Wind,Groß Pankow (Prignitz),Groß Pankow,3/31/2017,Hochspannung,3.45,0.3,9066.6,3416,,373.79001961279937
SEE936218971484,V215666,Wind,Groß Pankow (Prignitz),Groß Pankow,4/12/2017,Hochspannung,3.45,0.3,9066.6,3416,,741.6828786499061
SEE968416798884,V215664,Wind,Groß Pankow (Prignitz),Groß Pankow,4/12/2017,Hochspannung,3.45,0.3,9066.6,3416,,631.8594162460425
SEE923353428874,WP Hellberge V WEA KR1 1380605,Wind,Heideblick,Heideblick,12/21/2021,Hochspannung,3.5,0.3,9198.0,3224,Hellberge,1217.452371546954
SEE974363385961,BUC 07 (eno100003),Wind,Doberlug-Kirchhain,Doberlug-Kirchhain,12/20/2014,Hochspannung,2.2,0.3,5781.599999999999,3247,,972.9548416389567
SEE998883903818,WEA 12,Wind,Baruth/Mark,Baruth,9/6/2017,Hochspannung,2.4,0.3,6307.2,3491,,1744.8566096576947
SEE910851522029,WEA 13,Wind,Baruth/Mark,Baruth,9/25/2017,Hochspannung,2.4,0.3,6307.2,2037,,1604.3463266751626
SEE930599235906,WEA 14,Wind,Baruth/Mark,Baruth,9/29/2017,Hochspannung,2.4,0.3,6307.2,2037,,1298.4930597017183
SEE992460070610,WEA 15,Wind,Baruth/Mark,Baruth,10/26/2017,Hochspannung,2.4,0.3,6307.2,2037,,874.2447964909031
SEE954397168938,WEA 08,Wind,Baruth/Mark,Baruth,3/28/2018,Hochspannung,2.4,0.3,6307.2,3491,,1644.3528954856188
SEE937387454419,WEA 09,Wind,Baruth/Mark,Baruth,3/28/2018,Hochspannung,2.4,0.3,6307.2,2037,,1626.2511081939979
SEE971853210482,WEA 10,Wind,Baruth/Mark,Baruth,3/28/2018,Hochspannung,2.4,0.3,6307.2,2037,,1293.338904118465
SEE995188393511,48060,Wind,Heiligengrabe,Heiligengrabe,7/27/2001,Hochspannung,0.6,0.3,1576.8,2522,,5246.715814810928
SEE952663805556,48059,Wind,Heiligengrabe,Heiligengrabe,7/24/2001,Hochspannung,0.6,0.3,1576.8,2522,,5499.310573412681
SEE989345503998,48058,Wind,Heiligengrabe,Heiligengrabe,7/21/2001,Hochspannung,0.6,0.3,1576.8,2522,,5755.647671305743
SEE925090802955,48057,Wind,Heiligengrabe,Heiligengrabe,7/20/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4172.56687027834
SEE942028860382,48055,Wind,Heiligengrabe,Heiligengrabe,7/19/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4423.939148823528
SEE967112522120,48054,Wind,Heiligengrabe,Heiligengrabe,7/20/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4652.264552826951
SEE969115843172,48052,Wind,Heiligengrabe,Heiligengrabe,7/19/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,5043.590725790547
SEE953830196644,48051,Wind,Heiligengrabe,Heiligengrabe,7/24/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,5245.368846453442
SEE950254292204,WEA 1,Wind,Jacobsdorf,Jacobsdorf,8/26/2021,Hochspannung,4.5,0.3,11826.0,2781,Petersdorf,650.072837065588
SEE903076453148,48050,Wind,Heiligengrabe,Heiligengrabe,7/20/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,5415.619217541913
SEE935559654858,WEA 2,Wind,Jacobsdorf,Jacobsdorf,7/27/2021,Hochspannung,4.5,0.3,11826.0,2781,Petersdorf,798.397247269493
SEE986935390549,48048,Wind,Heiligengrabe,Heiligengrabe,7/20/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,5386.713424594409
SEE900002935310,WEA 3,Wind,Jacobsdorf,Jacobsdorf,7/6/2021,Hochspannung,4.5,0.3,11826.0,2781,Petersdorf,1438.9294061470223
SEE905106484047,WEA 4,Wind,Jacobsdorf,Jacobsdorf,8/26/2021,Hochspannung,4.5,0.3,11826.0,2781,Petersdorf,1867.882378642568
SEE977542042358,48046,Wind,Heiligengrabe,Heiligengrabe,7/17/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4999.42068940467
SEE984002317284,48045,Wind,Heiligengrabe,Heiligengrabe,7/18/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4788.3429897485385
SEE981058330731,48043,Wind,Heiligengrabe,Heiligengrabe,7/17/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4390.499298638541
SEE983207976456,48056,Wind,Heiligengrabe,Heiligengrabe,7/18/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4202.337833960617
SEE986819925232,48044,Wind,Heiligengrabe,Heiligengrabe,7/18/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4591.738805243198
SEE984053421763,48047,Wind,Heiligengrabe,Heiligengrabe,7/24/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,5195.307062134245
SEE912898488849,48049,Wind,Heiligengrabe,Heiligengrabe,7/25/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,5464.801656219942
SEE981394749686,48061,Wind,Heiligengrabe,Heiligengrabe,7/19/2001,Hochspannung,0.6,0.3,1576.8,2522,,5062.770774314162
SEE941567099994,48053,Wind,Heiligengrabe,Heiligengrabe,7/19/2001,Hochspannung,0.6,0.3,1576.8,2242,Umspannwerk Wittstock Solar,4853.988442831353
SEE927563741327,WEA 01,Wind,Friedland,Friedland,9/23/2021,Hochspannung,3.6,0.3,9460.8,1965,,4172.836136658213
SEE913083615040,WEA 02,Wind,Friedland,Friedland,9/16/2021,Hochspannung,3.6,0.3,9460.8,1965,,3732.6717792803292
SEE901668390529,WP Carzig,Wind,Fichtenhöhe,Fichtenhöhe,5/20/2021,Hochspannung,3.5,0.3,9198.0,2829,,5870.150718110512
SEE928030573045,WP Carzig,Wind,Lindendorf,Lindendorf,6/3/2021,Hochspannung,3.5,0.3,9198.0,2829,,5221.197199437566
SEE957629469902,WEA 03,Wind,Friedland,Friedland,8/30/2021,Hochspannung,3.6,0.3,9460.8,1965,,3649.907036065207
SEE907059694900,WEA 05,Wind,Friedland,Friedland,8/31/2021,Hochspannung,3.6,0.3,9460.8,1965,,3822.4747898421947
SEE985450913486,WEA 06,Wind,Friedland,Friedland,8/31/2021,Hochspannung,3.6,0.3,9460.8,1965,,3290.980525045225
SEE955888221972,WEA 07,Wind,Friedland,Friedland,9/29/2021,Hochspannung,3.6,0.3,9460.8,1965,,3168.0054850337365
SEE933822646517,WEA 08,Wind,Friedland,Friedland,9/30/2021,Hochspannung,3.6,0.3,9460.8,1965,,3064.330637623915
SEE964541216170,WEA 09,Wind,Friedland,Friedland,8/27/2021,Hochspannung,3.6,0.3,9460.8,1965,,2975.794876222701
SEE936638933550,WEA 10,Wind,Friedland,Friedland,10/21/2021,Hochspannung,3.6,0.3,9460.8,1965,,2740.9275593921966
SEE961838933857,WEA 11,Wind,Friedland,Friedland,10/13/2021,Hochspannung,3.6,0.3,9460.8,1965,,2581.6527575211367
SEE942448949513,WEA 14,Wind,Friedland,Friedland,9/17/2021,Hochspannung,3.6,0.3,9460.8,1965,,2120.2269214653534
SEE975362937755,WEA 15,Wind,Friedland,Friedland,8/31/2021,Hochspannung,3.6,0.3,9460.8,1965,,3375.5916169638394
SEE958819124366,34823,Wind,Breddin,Breddin,6/29/2009,Hochspannung,2.0,0.3,5256.0,2812,,3421.3844976653195
SEE976038045354,18220,Wind,Zehdenick,Zehdenick,12/12/2003,Hochspannung,2.0,0.3,5256.0,1707,Umspannstation Klein Mutz,1099.8364557953735
SEE969082600105,18216,Wind,Zehdenick,Zehdenick,12/18/2003,Hochspannung,2.0,0.3,5256.0,1707,Umspannstation Klein Mutz,746.1093471502976
SEE992249757145,Spreeau 01,Wind,Spreenhagen,Spreenhagen,10/8/2021,Hochspannung,4.2,0.3,11037.6,450,Trafohäuschen mit Getreidefeld,1267.635942258828
SEE944934728039,Spreeau 02,Wind,Spreenhagen,Spreenhagen,9/28/2021,Hochspannung,4.2,0.3,11037.6,450,Trafohäuschen mit Getreidefeld,1099.4970748259211
SEE923305567026,Spreeau 03,Wind,Spreenhagen,Spreenhagen,9/1/2021,Hochspannung,4.2,0.3,11037.6,450,Trafohäuschen mit Getreidefeld,990.1958720991166
SEE925952682213,Spreeau 04,Wind,Spreenhagen,Spreenhagen,8/10/2021,Hochspannung,4.2,0.3,11037.6,2310,Uckley,1445.3142089724781
SEE906314660544,V 236760-01,Wind,Briesen (Mark),Briesen,8/10/2021,Hochspannung,3.45,0.3,9066.6,1794,Pillgram,3520.321614823876
SEE901827944754,Spreeau 05,Wind,Spreenhagen,Spreenhagen,8/24/2021,Hochspannung,4.2,0.3,11037.6,2310,Uckley,1213.7436377415927
SEE995091204157,Spreeau 07,Wind,Spreenhagen,Spreenhagen,7/28/2021,Hochspannung,4.2,0.3,11037.6,2310,Uckley,979.5840259350829
SEE950659786353,V 236761-02,Wind,Briesen (Mark),Briesen,8/25/2021,Hochspannung,3.45,0.3,9066.6,1794,Pillgram,3551.9871274498278
SEE997396184714,V 236762-03,Wind,Briesen (Mark),Briesen,7/29/2021,Hochspannung,3.45,0.3,9066.6,1794,Pillgram,3398.7465232409063
SEE916640552321,V 236763-04,Wind,Briesen (Mark),Briesen,8/19/2021,Hochspannung,3.45,0.3,9066.6,1794,Pillgram,3212.829477529959
