substation_id,substation_name,n_plants,n_wind,n_solar,total_capacity_mw,total_energy_mwh_annual,avg_distance_m
1063,,,,,,,
1064,,,,,,,
1065,,,,,,,
1066,,,,,,,
1067,,,,,,,
1068,,,,,,,
1069,,,,,,,
1070,,,,,,,
1071,,,,,,,
1072,,,,,,,
1073,Trafostation Ebereschenallee,,,,,,
1074,,,,,,,
1075,,,,,,,
1076,,,,,,,
1077,,,,,,,
1078,,,,,,,
1079,,,,,,,
1080,,,,,,,
1081,,,,,,,
1082,,,,,,,
1083,,,,,,,
1084,,,,,,,
1085,,,,,,,
1086,,,,,,,
1087,Wansdorfer Heide,,,,,,
1088,,,,,,,
1089,,,,,,,
1090,,,,,,,
1091,,,,,,,
1092,,,,,,,
1093,,,,,,,
1094,,,,,,,
1095,,,,,,,
1096,,,,,,,
1097,Templin Knehdener Straße,,,,,,
1098,"Templin, TrSt Parisiusstraße",,,,,,
1099,"TrSt Templin, Neuer Weg",,,,,,
1100,Röddelin Dorf,,,,,,
1101,"Röddelin, Mühlenberg",,,,,,
1102,"Röddelin, Campingplatz",,,,,,
1103,,,,,,,
1104,TrSt. LBK,,,,,,
1105,,,,,,,
1106,,,,,,,
1107,,7.0,0.0,7.0,27.96694,29398.847328,1345.6263994346543
1108,,,,,,,
1109,,,,,,,
1110,TrSt Karlstein,9.0,9.0,0.0,42.45,111558.6,1358.2103226420177
1111,Bandelow Dorf I,21.0,21.0,0.0,81.9,215233.2,2712.6803970550104
1112,Schulzendorf Wolfsruher Weg,,,,,,
1113,,,,,,,
1114,,,,,,,
1115,,,,,,,
1116,,,,,,,
1117,,,,,,,
1118,Schönberg Dorf,,,,,,
1119,,,,,,,
1120,,,,,,,
1121,,,,,,,
1122,,,,,,,
1123,,,,,,,
1124,,,,,,,
1125,,,,,,,
1126,,2.0,2.0,0.0,4.0,10512.0,1504.511779538474
1127,TrSt Hülsebeck Nord,,,,,,
1128,,,,,,,
1129,,,,,,,
1130,Oderberg TrSt Maienpfuhl,,,,,,
1131,,,,,,,
1132,,,,,,,
1133,TS Zeltplatz,,,,,,
1134,Brodowin Trafobox Zaun,,,,,,
1135,,,,,,,
1136,Hohes Feld,,,,,,
1137,Rüdersdorf Bergstraße,,,,,,
1138,Berghof,,,,,,
1139,Berghof Weiche,,,,,,
1140,Wendemark Wasserwerk,9.0,9.0,0.0,19.43,51062.03999999999,1211.6199904806983
1141,,1.0,1.0,0.0,5.7,14979.599999999999,5426.054370653441
1142,,,,,,,
1143,,,,,,,
1144,,,,,,,
1145,,,,,,,
1146,,,,,,,
1147,,,,,,,
1148,,,,,,,
1149,,,,,,,
1150,,,,,,,
1151,,,,,,,
1152,,,,,,,
1153,,,,,,,
1154,,,,,,,
1155,,,,,,,
1156,,,,,,,
1157,,,,,,,
1158,,,,,,,
1159,,,,,,,
1160,,,,,,,
1161,,,,,,,
1162,,,,,,,
1163,,,,,,,
1164,,,,,,,
1165,,,,,,,
1166,,,,,,,
1167,,,,,,,
1168,,,,,,,
1169,,,,,,,
1170,,,,,,,
1171,,,,,,,
1172,,,,,,,
1173,,,,,,,
1174,,,,,,,
1175,,,,,,,
1176,,,,,,,
1177,,,,,,,
1178,,,,,,,
1179,,,,,,,
1180,,,,,,,
1181,,,,,,,
1182,,,,,,,
1183,,,,,,,
1184,,,,,,,
1185,,,,,,,
1186,,,,,,,
1187,,,,,,,
1188,,,,,,,
1189,,,,,,,
1190,,,,,,,
1191,,,,,,,
1192,,,,,,,
1193,,,,,,,
1194,,,,,,,
1195,,,,,,,
1196,,,,,,,
1197,,,,,,,
1198,,,,,,,
1199,,,,,,,
1200,,,,,,,
1201,,,,,,,
1202,,,,,,,
1203,,,,,,,
1204,,,,,,,
1205,,,,,,,
1206,,,,,,,
1207,,,,,,,
1208,,,,,,,
1209,,,,,,,
1210,,,,,,,
1211,,,,,,,
1212,,,,,,,
1213,,,,,,,
1214,,,,,,,
1215,,,,,,,
1216,,,,,,,
1217,,2.0,0.0,2.0,58.457143,61450.1487216,1418.2082906283335
1218,,,,,,,
1219,,,,,,,
1220,,,,,,,
1221,,,,,,,
1222,,,,,,,
1223,,,,,,,
1224,,,,,,,
1225,,,,,,,
1226,,,,,,,
1227,,,,,,,
1228,,,,,,,
1229,,,,,,,
1230,,,,,,,
1231,,,,,,,
1232,,,,,,,
1233,,,,,,,
1234,,,,,,,
1235,,,,,,,
1236,,,,,,,
1237,,,,,,,
1238,,,,,,,
1239,,,,,,,
1240,,,,,,,
1241,,,,,,,
1242,Trst Nordufer Ost,,,,,,
1243,,,,,,,
1244,,,,,,,
1245,,,,,,,
1246,,,,,,,
1247,,,,,,,
1248,Krausnick Schöpfwerk,,,,,,
1249,,,,,,,
1250,,,,,,,
1251,,,,,,,
1252,,,,,,,
1253,,,,,,,
1254,,,,,,,
1255,,,,,,,
1256,,,,,,,
1257,,,,,,,
1258,,,,,,,
1259,,,,,,,
1260,,,,,,,
1261,,,,,,,
1262,,,,,,,
1263,,,,,,,
1264,,,,,,,
1265,,,,,,,
1266,,,,,,,
1267,,,,,,,
1268,,,,,,,
1269,,,,,,,
1270,,,,,,,
1271,,,,,,,
1272,,,,,,,
1273,,,,,,,
1274,,,,,,,
1275,,3.0,3.0,0.0,17.3,45464.399999999994,988.6445344051855
1276,,,,,,,
1277,,,,,,,
1278,,,,,,,
1279,,,,,,,
1280,,,,,,,
1281,,,,,,,
1282,,,,,,,
1283,,,,,,,
1284,,1.0,1.0,0.0,2.0,5256.0,2898.547666570906
1285,Station Brüssow Löcknitzer Straße,21.0,21.0,0.0,42.0,110376.0,2393.118855459778
1286,,9.0,9.0,0.0,15.5,40734.0,1150.8292876948756
1287,,2.0,2.0,0.0,3.0,7884.0,701.6887984848827
1288,,1.0,1.0,0.0,2.0,5256.0,1128.9173003149738
1289,,7.0,6.0,1.0,26.078400000000002,33090.09408,4723.18416256816
1290,,12.0,12.0,0.0,23.0,60444.0,5858.455335874813
1291,,,,,,,
1292,,,,,,,
1293,,,,,,,
1294,,,,,,,
1295,,2.0,2.0,0.0,3.0,7884.0,6053.548818542191
1296,,,,,,,
1297,,,,,,,
1298,,,,,,,
1299,,,,,,,
1300,,,,,,,
1301,,,,,,,
1302,,,,,,,
1303,,,,,,,
1304,,,,,,,
1305,Wolfshagen Dorf,1.0,1.0,0.0,1.5,3942.0,6397.2316212793585
1306,,,,,,,
1307,,,,,,,
1308,,,,,,,
1309,,,,,,,
1310,,,,,,,
1311,,2.0,2.0,0.0,4.6,12088.8,1953.675186416985
1312,,,,,,,
1313,,19.0,19.0,0.0,41.4,108799.2,1748.987711717694
1314,,,,,,,
1315,,,,,,,
1316,,,,,,,
1317,,,,,,,
1318,,,,,,,
1319,,,,,,,
1320,,,,,,,
1321,,,,,,,
1322,,,,,,,
1323,,,,,,,
1324,,,,,,,
1325,,,,,,,
1326,,,,,,,
1327,,,,,,,
1328,,,,,,,
1329,,,,,,,
1330,,,,,,,
1331,,,,,,,
1332,,,,,,,
1333,,,,,,,
1334,,,,,,,
1335,Trafostation mit Feuerwehrmotiven,,,,,,
1336,,,,,,,
1337,,,,,,,
1338,,,,,,,
1339,,,,,,,
1340,,,,,,,
1341,,,,,,,
1342,,,,,,,
1343,,,,,,,
1344,,,,,,,
1345,Eberswalde TrSt Pfeilstr.,,,,,,
1346,,,,,,,
1347,,,,,,,
1348,,,,,,,
1349,,,,,,,
1350,Darjesstr.4,,,,,,
1351,Storkow,,,,,,
1352,Tempelfelde,,,,,,
1353,Zeppelinstraße,,,,,,
1354,Calau,,,,,,
1355,Velten,,,,,,
1356,Klosterwalde,,,,,,
1357,Umspannwerk Bernau,,,,,,
1358,Unterwerk Priort,,,,,,
1359,Großbeeren,,,,,,
1360,Umspannwerk Wustermark,,,,,,
1361,Unterwerk Rathenow,,,,,,
1362,,,,,,,
1363,Hohen Neuendorf,,,,,,
1364,Schaltwerk Nitzahn,4.0,0.0,4.0,58.695,61700.183999999994,2866.0867395384785
1365,Unterwerk Genshagener Heide,,,,,,
1366,VUW IWL 110 kV,,,,,,
1367,Potsdam Süd,,,,,,
1368,Rüdersdorf,,,,,,
1369,Geltow,,,,,,
1370,,,,,,,
1371,Hennigsdorf,,,,,,
1372,,,,,,,
1373,,,,,,,
1374,UW Schönewalde,,,,,,
1375,Unterwerk Golm,,,,,,
1376,Unterwerk Kirchmöser,,,,,,
1377,,,,,,,
1378,,,,,,,
1379,,,,,,,
1380,,,,,,,
1381,,,,,,,
1382,,,,,,,
1383,,,,,,,
1384,Neuhof,,,,,,
1385,Bahnstrom Umrichterwerk Thyrow (alt),,,,,,
1386,Bahnstrom Umrichterwerk Thyrow (alt),,,,,,
1387,Umspannwerk Thyrow,,,,,,
1388,Umformerwerk Prenzlau,,,,,,
1389,Umspannwerk Bertikow,5.0,5.0,0.0,22.52,59182.56,1912.897683485951
1390,Blumberg,,,,,,
1391,Falkensee,,,,,,
1392,Hennigsdorf,,,,,,
1393,,2.0,2.0,0.0,4.0,10512.0,1854.5942787180516
1394,,,,,,,
1395,Rathenow,,,,,,
1396,,,,,,,
1397,Umspannwerk Willmersdorf,3.0,3.0,0.0,8.9,23389.2,1762.7895558309945
1398,,,,,,,
1399,Unterwerk Neuhof,,,,,,
1400,Klosterfelde,,,,,,
1401,,,,,,,
1402,Etzin,14.0,14.0,0.0,28.0,73584.0,1396.0359932179883
1403,Umspannstation Turnow,,,,,,
1404,GUW 9 Kirschallee,,,,,,
1405,Umspannwerk Schönefeld Nord,,,,,,
1406,Christinendorf,13.0,13.0,0.0,32.5,85410.0,1081.5722621124444
1407,Jühnsdorfer Straße,,,,,,
1408,Uckro,,,,,,
1409,Kemlitz,2.0,2.0,0.0,4.0,10512.0,4101.885569266334
1410,Umspannwerk Vierraden,,,,,,
1411,KKW Rheinsberg,,,,,,
1412,Rheinsberg,,,,,,
1413,,,,,,,
1414,Stellrechner Potsdam Stadt,,,,,,
1415,Brandenburg-West,,,,,,
1416,Wildau,,,,,,
1417,Trafostation,,,,,,
1418,,,,,,,
1419,,,,,,,
1420,Cottbus/Halde,2.0,2.0,0.0,4.0,10512.0,308.38663151172375
1421,UW Nuthe,,,,,,
1422,Ketzin,,,,,,
1423,S-Bahn Gleichrichterunterwerk Potsdam,,,,,,
1424,,,,,,,
1425,S-Bahn Gleichrichterunterwerk Birkenwerder,,,,,,
1426,,,,,,,
1427,,,,,,,
1428,Schaltposten Halbe,,,,,,
1429,Umspannwerk Baruth,,,,,,
1430,Bardenitz,,,,,,
1431,,,,,,,
1432,Luckenwalde,,,,,,
1433,Jüterbog,,,,,,
1434,Markendorf Wind,,,,,,
1435,Charlottenfelde,12.0,12.0,0.0,34.41,90429.48,1674.9120264278706
1436,Güstow,5.0,5.0,0.0,15.350000000000001,40339.799999999996,720.6753506382544
1437,,,,,,,
1438,Spremberg,1.0,0.0,1.0,0.09309999999999999,97.86671999999999,2349.3402361788985
1439,Eisenhüttenstadt,,,,,,
1440,Dahlewitz,,,,,,
1441,Drewitz,,,,,,
1442,Umspannwerk Potsdam Zentrum,,,,,,
1443,Liebenwalde,,,,,,
1444,Premnitz,,,,,,
1445,Lehnin,,,,,,
1446,Brandenburg Klingenbergstraße,,,,,,
1447,Brandenburg Nord,,,,,,
1448,Lübnitz,,,,,,
1449,Cottbus/Nord,10.0,10.0,0.0,20.0,52560.0,1104.9508255401158
1450,,,,,,,
1451,,,,,,,
1452,,,,,,,
1453,S-Bahn Gleichrichterunterwerk Hohen Neuendorf,,,,,,
1454,Umspannwerk Perleberg,,,,,,
1455,Schaltposten Hohen-Neuendorf,,,,,,
1456,Kirchmöser,,,,,,
1457,,,,,,,
1458,,,,,,,
1459,Beetz,,,,,,
1460,,,,,,,
1461,Umspannwerk Prenzlau,,,,,,
1462,Umspannwerk Baruth Nord,,,,,,
1463,,,,,,,
1464,Umspannwerk Erkner,,,,,,
1465,Brieskow-Finkenheerd,,,,,,
1466,Dauer,15.0,15.0,0.0,31.31,82282.68,1375.8213583754962
1467,Wilsickow,28.0,28.0,0.0,68.5,180018.0,3946.7188116601087
1468,Angermünde,,,,,,
1469,Mürow Oberdorf,15.0,15.0,0.0,67.8,178178.4,3684.040175797767
1470,Heinrichsfeld,8.0,8.0,0.0,16.0,42048.0,1429.0149057370088
1471,Neustadt/Dosse,,,,,,
1472,Bad Freienwalde,,,,,,
1473,Umspannwerk Schönefeld Süd,,,,,,
1474,,,,,,,
1475,,,,,,,
1476,,,,,,,
1477,,,,,,,
1478,Umspannwerk,,,,,,
1479,,,,,,,
1480,Kyritz,,,,,,
1481,Schwedt Heinersdorf,,,,,,
1482,Finow,,,,,,
1483,Eberswalde,,,,,,
1484,Letschin,,,,,,
1485,Falkenhagen,,,,,,
1486,Umspannwerk Wittstock,,,,,,
1487,Umspannwerk Pritzwalk,,,,,,
1488,Umspannwerk Jabel,,,,,,
1489,Umspannwerk Schwarzheide-Ost,,,,,,
1490,Umspannwerk,,,,,,
1491,,,,,,,
1492,,1.0,0.0,1.0,8.4,8830.08,1835.8778269908626
1493,Fürstenwalde,,,,,,
1494,,,,,,,
1495,Herzfelde,,,,,,
1496,Oranienburg,,,,,,
1497,,,,,,,
1498,,4.0,4.0,0.0,3.4,8935.199999999999,2446.8004424659425
1499,Neuruppin,,,,,,
1500,UW Batzlow,,,,,,
1501,,,,,,,
1502,,,,,,,
1503,,,,,,,
1504,,,,,,,
1505,Malterhausen Siedlung,,,,,,
1506,,,,,,,
1507,,,,,,,
1508,,,,,,,
1509,Karstädt,,,,,,
1510,Umformerwerk Wittenberge,,,,,,
1511,Wittenberge,,,,,,
1512,,,,,,,
1513,Priort Dorf,,,,,,
1514,,,,,,,
1515,Frankfurt (Oder) Autobahn,,,,,,
1516,Trafostation Paaren Dorf,,,,,,
1517,,,,,,,
1518,Beeskow,1.0,1.0,0.0,2.0,5256.0,601.8990856171143
1519,Niederlehme,,,,,,
1520,,,,,,,
1521,Döbern,4.0,4.0,0.0,22.4,58867.2,8780.433639958563
1522,,,,,,,
1523,,,,,,,
1524,,,,,,,
1525,,,,,,,
1526,Umspannwerk Bad Liebenwerda,,,,,,
1527,,,,,,,
1528,GUW 4 Babelsberg,,,,,,
1529,,,,,,,
1530,,,,,,,
1531,,,,,,,
1532,,,,,,,
1533,,,,,,,
1534,,,,,,,
1535,,,,,,,
1536,F526,,,,,,
1537,,,,,,,
1538,Gleichrichterunterwerk I,,,,,,
1539,Weinbergstr.,,,,,,
1540,,,,,,,
1541,GUW 2,,,,,,
1542,,,,,,,
1543,,,,,,,
1544,,,,,,,
1545,,,,,,,
1546,Wichmannsdorf,,,,,,
1547,,,,,,,
1548,,,,,,,
1549,,,,,,,
1550,,,,,,,
1551,Schaltposten Falkenhagener Kreuz,,,,,,
1552,Umformerwerk Neustadt (Dosse),,,,,,
1553,,,,,,,
1554,,,,,,,
1555,,,,,,,
1556,Poliklinik,,,,,,
1557,,,,,,,
1558,,,,,,,
1559,,,,,,,
1560,,2.0,0.0,2.0,15.18,15957.216,1369.7560305500422
1561,,,,,,,
1562,,,,,,,
1563,,,,,,,
1564,,,,,,,
1565,,,,,,,
1566,,,,,,,
1567,Neukammer,44.0,41.0,3.0,108.67,237697.34399999998,2903.9298368889567
1568,,,,,,,
1569,Badingen,5.0,5.0,0.0,9.5,24966.0,1079.2178633277033
1570,,,,,,,
1571,Umspannwerk Neuenhagen,,,,,,
1572,,,,,,,
1573,Mechow,,,,,,
1574,,,,,,,
1575,Eisenhüttenstadt Stadt,,,,,,
1576,TS Dappstraße,,,,,,
1577,GUW 4,,,,,,
1578,,,,,,,
1579,,,,,,,
1580,,,,,,,
1581,,,,,,,
1582,Treuenbrietzen,,,,,,
1583,,4.0,3.0,1.0,6.63,16430.256,4580.2406327255685
1584,Umrichterwerk Doberlug-Kirchhain,,,,,,
1585,,,,,,,
1586,Seelow,19.0,18.0,1.0,96.74000000000001,221451.048,3500.4837279260064
1587,,,,,,,
1588,Briesen Dorf,,,,,,
1589,,,,,,,
1590,Trafostation,2.0,2.0,0.0,9.8,25754.4,4245.347344446061
1591,,,,,,,
1592,,,,,,,
1593,,,,,,,
1594,,,,,,,
1595,,,,,,,
1596,,,,,,,
1597,,,,,,,
1598,,63.0,0.0,63.0,73.79,77568.048,3852.677147758318
1599,,,,,,,
1600,Zossen,,,,,,
1601,Waldow/Tornow,,,,,,
1602,Groß Köris,,,,,,
1603,,,,,,,
1604,UW,4.0,4.0,0.0,8.0,21024.0,1747.9055293210463
1605,Bahnstrom Unterwerk Borne,,,,,,
1606,,,,,,,
1607,Trafostation West,,,,,,
1608,Schalthaus West,,,,,,
1609,,,,,,,
1610,Trafohaus,,,,,,
1611,,,,,,,
1612,Schönwalde,,,,,,
1613,Umspannstation,10.0,10.0,0.0,20.0,52560.0,948.3300140280671
1614,,,,,,,
1615,Altsprucke,,,,,,
1616,,,,,,,
1617,Friesack,,,,,,
1618,Basedow,1.0,0.0,1.0,3.2,3363.8399999999997,1827.4548457730966
1619,Umspannstation Lüdersdorf,14.0,14.0,0.0,21.0,55188.0,1838.3058822299045
1620,,,,,,,
1621,Umspannwerk Vierraden,,,,,,
1622,,,,,,,
1623,,,,,,,
1624,,,,,,,
1625,,,,,,,
1626,,,,,,,
1627,Lübbenau,,,,,,
1628,UW Vetschau,,,,,,
1629,Peitz,37.0,0.0,37.0,46.0,48355.2,1233.4989348518209
1630,Umspannwerk SPB,,,,,,
1631,,1.0,0.0,1.0,0.0746,78.41951999999999,1935.2417601288173
1632,Umspannwerk Freienhufen,1.0,1.0,0.0,2.4,6307.2,2727.0541861989036
1633,Umspannwerk Kostebrau,23.0,22.0,1.0,99.36500000000001,194330.088,2202.6876190966736
1634,Umspannwerk Schwarzheide-Ost / Einspeisung Windpark Biehlen,,,,,,
1635,,,,,,,
1636,,,,,,,
1637,Altes Umspannwerk Welzow,,,,,,
1638,Umspannwerk Finsterwalde,,,,,,
1639,Umspannstation Lübben West,,,,,,
1640,,,,,,,
1641,Prenzlau Flugplatz Solar,,,,,,
1642,,1.0,1.0,0.0,3.2,8409.6,4844.372290359466
1643,,,,,,,
1644,,,,,,,
1645,,,,,,,
1646,,,,,,,
1647,,,,,,,
1648,Fürstenwalde Flugplatz,6.0,0.0,6.0,34.72,36497.664000000004,1230.4282693312982
1649,,,,,,,
1650,,,,,,,
1651,,,,,,,
1652,,,,,,,
1653,,,,,,,
1654,,,,,,,
1655,S-Bahn Gleichrichterunterwerk Frohnau,,,,,,
1656,Dahlwitz-Hoppegarten,,,,,,
1657,Bebersee Dorf,,,,,,
1658,,,,,,,
1659,,,,,,,
1660,UW Solarpark Mixdorf,4.0,0.0,4.0,22.79904,23966.350848000002,3580.566082176441
1661,,,,,,,
1662,,,,,,,
1663,,,,,,,
1664,,,,,,,
1665,,,,,,,
1666,Alteno,1.0,1.0,0.0,2.0,5256.0,5849.661752006436
1667,Willmersdorf,8.0,2.0,6.0,30.903,38792.4336,2704.491997575934
1668,UW Lübben Nord,,,,,,
1669,,39.0,39.0,0.0,59.7,156891.6,1343.3146674257544
1670,Willmersdorf West,5.0,0.0,5.0,14.381999999999998,15118.3584,2251.5868223746847
1671,Trafostation Groß Väter,,,,,,
1672,,,,,,,
1673,Teltow,,,,,,
1674,,1.0,1.0,0.0,1.0,2628.0,581.0849593803183
1675,,,,,,,
1676,,5.0,0.0,5.0,9.711,10208.2032,3693.762004038592
1677,Schaltwerk Kirchmöser,,,,,,
1678,Unterwerk Schönefeld,,,,,,
1679,,,,,,,
1680,,,,,,,
1681,,,,,,,
1682,,,,,,,
1683,,,,,,,
1684,,,,,,,
1685,,,,,,,
1686,,,,,,,
1687,,,,,,,
1688,,,,,,,
1689,,,,,,,
1690,,,,,,,
1691,Bergholz-Rehbrücke,,,,,,
1692,Umspannwerk Senftenberg West,6.0,0.0,6.0,71.7,75371.04,14.703190850934286
1693,Birkholz,4.0,4.0,0.0,8.0,21024.0,1399.2787425889187
1694,,5.0,5.0,0.0,7.5,19710.0,1259.37796315622
1695,,,,,,,
1696,Strausberg,,,,,,
1697,Gratze,11.0,11.0,0.0,25.6,67276.8,6375.788474535436
1698,Eberswalde Flugplatz,,,,,,
1699,,,,,,,
1700,,,,,,,
1701,Fürstenwalde-Süd,,,,,,
1702,Marquardt,,,,,,
1703,Heidekrug,9.0,9.0,0.0,16.0,42048.0,2383.8730869688034
1704,Zinndorf,1.0,1.0,0.0,2.0,5256.0,1425.4636097576756
1705,,3.0,3.0,0.0,5.65,14848.2,1609.5951995809837
1706,Häsen,9.0,9.0,0.0,18.0,47304.0,2561.8533121539585
1707,Umspannstation Klein Mutz,11.0,11.0,0.0,24.15,63466.2,736.5382922838385
1708,Brandenburg Hohenstücken,,,,,,
1709,,,,,,,
1710,Solar-UW Tieckow,,,,,,
1711,Bliesdorf,24.0,22.0,2.0,40.58,102103.056,1341.5015434745892
1712,Wriezen,1.0,0.0,1.0,2.7738,2915.81856,359.77434157868794
1713,Wriezen Höhe,17.0,14.0,3.0,34.46393,82665.243216,5716.4799372858115
1714,Mittenwalde,,,,,,
1715,Trafostation Kurtschlag Dorf,,,,,,
1716,,22.0,22.0,0.0,57.449999999999996,150978.6,1754.2917891388656
1717,,,,,,,
1718,Schaltposten Bergholz,,,,,,
1719,Schaltposten Glasower Damm,,,,,,
1720,Schaltposten Griebnitzsee,,,,,,
1721,Umspannstation Lübben Süd,,,,,,
1722,,3.0,3.0,0.0,7.5,19710.0,4069.4138553808552
1723,Trafostation Zehdenick Neitzelstich,,,,,,
1724,,,,,,,
1725,,11.0,11.0,0.0,36.3,95396.4,2392.3691102333173
1726,,,,,,,
1727,Prützke NORD,,,,,,
1728,,,,,,,
1729,Groß Schönebeck Station Siedlung,,,,,,
1730,,,,,,,
1731,,9.0,0.0,9.0,69.6724,73239.62688,4993.862472353596
1732,Umspannstation Bahnsdorf,,,,,,
1733,,,,,,,
1734,,,,,,,
1735,,,,,,,
1736,,,,,,,
1737,,,,,,,
1738,,,,,,,
1739,Granzow,,,,,,
1740,,,,,,,
1741,,,,,,,
1742,,,,,,,
1743,,,,,,,
1744,,,,,,,
1745,Eberswalde 1,11.0,0.0,11.0,80.8819,85023.05328,2650.9412629696267
1746,Neu Rietz,22.0,22.0,0.0,53.97,141833.16,2471.799455003041
1747,,,,,,,
1748,,,,,,,
1749,,15.0,11.0,4.0,137.17000000000002,178882.704,3646.237989583866
1750,,,,,,,
1751,,,,,,,
1752,,,,,,,
1753,,,,,,,
1754,,4.0,0.0,4.0,60.0,63072.0,2377.7893043273307
1755,,,,,,,
1756,,,,,,,
1757,,,,,,,
1758,,,,,,,
1759,6202,,,,,,
1760,Trafostation Steinfeld,,,,,,
1761,Schaltposten Halbe,,,,,,
1762,,,,,,,
1763,TST Hamburger Ring,,,,,,
1764,Reckahn,6.0,2.0,4.0,35.765,42326.568,807.897917924634
1765,,,,,,,
1766,Station Densow,,,,,,
1767,,,,,,,
1768,STS Beelitz-Schönefeld,,,,,,
1769,,,,,,,
1770,,,,,,,
1771,,,,,,,
1772,Schaltposten Elsterwerda,,,,,,
1773,,,,,,,
1774,UW Ortrand,,,,,,
1775,,,,,,,
1776,,,,,,,
1777,,,,,,,
1778,,,,,,,
1779,TST Elstal Dorf,,,,,,
1780,,,,,,,
1781,,,,,,,
1782,,,,,,,
1783,,,,,,,
1784,,,,,,,
1785,,,,,,,
1786,,,,,,,
1787,,,,,,,
1788,,,,,,,
1789,,,,,,,
1790,,,,,,,
1791,,,,,,,
1792,,,,,,,
1793,,,,,,,
1794,Pillgram,18.0,18.0,0.0,66.95,175944.6,3437.7795171858975
1795,,,,,,,
1796,,,,,,,
1797,,,,,,,
1798,,,,,,,
1799,TST Wolfswerder,,,,,,
1800,,,,,,,
1801,Umspannwerk Kemnitz,10.0,10.0,0.0,18.0,47304.0,791.816395224087
1802,Vehlin,34.0,21.0,13.0,171.775,240330.59999999998,2814.8026262002713
1803,,,,,,,
1804,Haindl,,,,,,
1805,,,,,,,
1806,,,,,,,
1807,Umspannwerk Großräschen,2.0,2.0,0.0,4.8,12614.4,1967.6851040040706
1808,,,,,,,
1809,Schrepkow,2.0,2.0,0.0,11.0,28908.0,1743.6267499442565
1810,Kletzke,,,,,,
1811,,,,,,,
1812,,,,,,,
1813,,,,,,,
1814,,,,,,,
1815,,,,,,,
1816,Kantow Nord,8.0,8.0,0.0,25.0,65700.0,905.8774247574746
1817,Kantow,13.0,13.0,0.0,30.5,80154.0,1887.338292370188
1818,Kränzlin,18.0,18.0,0.0,34.0,89352.0,1559.905972127947
1819,,,,,,,
1820,,,,,,,
1821,,,,,,,
1822,,,,,,,
1823,,,,,,,
1824,,,,,,,
1825,,,,,,,
1826,GUW 11 Betriebshof,,,,,,
1827,TST Schmerberger Straße,,,,,,
1828,,,,,,,
1829,Gleichrichterunterwerk Blankenfelde,,,,,,
1830,,,,,,,
1831,,,,,,,
1832,,,,,,,
1833,Angermünde TS Bahnhof,,,,,,
1834,Metzdorf,,,,,,
1835,,,,,,,
1836,,,,,,,
1837,,,,,,,
1838,TS Birkenalle,,,,,,
1839,Beiersdorf,29.0,29.0,0.0,70.9,186325.19999999998,4946.318622864638
1840,Trafostation Kant Straße,,,,,,
1841,Trafostation NETTO,,,,,,
1842,Trafostation Lindenstraße,,,,,,
1843,Trafostation Thälmannplatz,,,,,,
1844,Trafostation Liebermann Straße,,,,,,
1845,,,,,,,
1846,,,,,,,
1847,,,,,,,
1848,,,,,,,
1849,,,,,,,
1850,,,,,,,
1851,,,,,,,
1852,,,,,,,
1853,Trst Kappan,,,,,,
1854,Trst Am Bahnhof,9.0,9.0,0.0,20.1,52822.8,1396.6493905008767
1855,,,,,,,
1856,,,,,,,
1857,Wasserturm,,,,,,
1858,,,,,,,
1859,Märchenwiese,,,,,,
1860,,,,,,,
1861,Trafostation Brücke Kaufland,,,,,,
1862,Kerkow TrSt VEG,,,,,,
1863,TrSt Schillerstraße,,,,,,
1864,Prützke Süd,,,,,,
1865,Netzen,,,,,,
1866,Wind-UW Wusterwitz,,,,,,
1867,MVA Danna,,,,,,
1868,Möthlitz,5.0,5.0,0.0,10.0,26280.0,806.2953879385282
1869,Seefeld,1.0,1.0,0.0,4.2,11037.6,2794.8971454308557
1870,Sydower Fließ West,11.0,11.0,0.0,33.5,88038.0,1010.3031020836078
1871,,,,,,,
1872,,3.0,3.0,0.0,4.5,11826.0,2158.534513676525
1873,,,,,,,
1874,,,,,,,
1875,,,,,,,
1876,,,,,,,
1877,TrSt Am Annatal,,,,,,
1878,,,,,,,
1879,,,,,,,
1880,,9.0,9.0,0.0,51.279999999999994,134763.84,3085.020996229453
1881,,,,,,,
1882,,21.0,21.0,0.0,63.775,167600.69999999998,5877.401089555652
1883,,5.0,5.0,0.0,7.5,19710.0,1842.756432601595
1884,,,,,,,
1885,,,,,,,
1886,,,,,,,
1887,,,,,,,
1888,,,,,,,
1889,,,,,,,
1890,,,,,,,
1891,,,,,,,
1892,Malterhausen Vorwerk 2,,,,,,
1893,,,,,,,
1894,,,,,,,
1895,,,,,,,
1896,,5.0,5.0,0.0,10.0,26280.0,2659.6092444687056
1897,,,,,,,
1898,Umspannstation Proschim,4.0,4.0,0.0,11.225000000000001,29499.3,475.22246650470254
1899,,,,,,,
1900,Umspannstation Putlitz,,,,,,
1901,Lychen Vogelgesangstraße,,,,,,
1902,Nauen,,,,,,
1903,,,,,,,
1904,,,,,,,
1905,,,,,,,
1906,,3.0,3.0,0.0,6.0,15768.0,3343.8178565986295
1907,,,,,,,
1908,,,,,,,
1909,,,,,,,
1910,,,,,,,
1911,,,,,,,
1912,,,,,,,
1913,Umspannwerk Elsterwerda,,,,,,
1914,,,,,,,
1915,,,,,,,
1916,,,,,,,
1917,,,,,,,
