substation_id,substation_name,substation_operator,substation_voltage,substation_type,total_capacity_mw,total_energy_mwh,n_plants,n_wind,n_solar,avg_distance_to_substation_m,max_distance_to_substation_m
2962,,,110000,,20.85,58446.72,8,8,0,4006.6889898410336,4912.346663502154
2973,,,,minor_distribution,0.136,142.9632,2,0,2,401.75402471662846,409.5974153506173
3013,,,,,6.8,19061.760000000002,1,1,0,3135.7437356437163,3135.7437356437163
3015,Klosterdorf,E.DIS Netz GmbH,110000,generation,49.8,52349.759999999995,2,0,2,706.9398244905387,805.3777706579638
3027,,,,measurement,3.3,9250.56,1,1,0,3489.679321693798,3489.679321693798
3028,,,,,2.0,5606.400000000001,2,2,0,141.2495575589911,267.2931410790339
3029,,,,minor_distribution,17.1,47934.72,4,4,0,1506.3808761380697,1923.6337956612147
3032,,,,minor_distribution,6.45,6780.24,1,0,1,1384.3712276529263,1384.3712276529263
3034,,,,minor_distribution,63.915,147902.088,13,11,2,2068.5090695894437,2650.3822453856155
3042,HS-Kabel-Schaltpunkt Trebnitz,E.DIS Netz GmbH,110000,,77.104,81051.7248,2,0,2,4438.637491615612,4438.637491615612
3044,Wilhelmshof,Denker & Wulf,110000,generation,48.8,136796.16,11,11,0,971.5376369473972,2096.6886608692953
3056,,,110000,generation,17.25,48355.200000000004,5,5,0,1784.0800685389866,2972.7985634714846
3062,Jahnkeshof,E.DIS Netz,110000,generation,36.5,102316.8,21,21,0,2511.760086954669,3865.1311631947774
3066,,,,,61.9084,65078.11008,6,0,6,1251.6654867580712,1529.6063697587529
3078,Baumgarten West,MLK,110000,generation,15.875,44500.8,6,6,0,1857.213466625818,2590.8504058181793
313,,,,,44.3,124181.76000000001,22,22,0,4237.069612376964,5120.511262343232
3142,,,,minor_distribution,48.4,135674.88,22,22,0,2231.45518465034,3390.407735605433
3150,Mürow Oberdorf 2,,110000,generation,2.1,5886.72,2,2,0,1544.293123033639,1683.7107726578677
3163,,enviaM,,minor_distribution,51.943,54602.4816,8,0,8,1254.9387279762213,1338.941576470562
3171,,E.DIS Netz,,minor_distribution,7.25,7621.2,1,0,1,1341.4283252684065,1341.4283252684065
3174,,,,minor_distribution,2.8,2943.3599999999997,1,0,1,1046.4574476232203,1046.4574476232203
3185,,E.DIS Netz GmbH,,,13.035,13702.392,1,0,1,1473.9424540776768,1473.9424540776768
3187,PVA Am UW Nauen,,,minor_distribution,18.0,50457.600000000006,9,9,0,3447.8679305223523,4417.686304709933
3208,,E.DIS Netz GmbH,,minor_distribution,12.0,33638.4,8,8,0,2161.129665321014,2751.7403698782678
3209,,E.DIS Netz GmbH,,minor_distribution,15.0,42048.0,10,10,0,2381.827426361035,3144.539002639274
3214,Schiebsdorf,IB Vogt,110000,generation,1.5,4204.8,1,1,0,6009.985575668522,6009.985575668522
3216,,,110000,generation,9.0,25228.800000000003,6,6,0,1437.1826049773808,2072.7572998539936
3220,,enviaM,,minor_distribution,122.92,178269.504,21,5,16,4541.413084108456,8793.026454076033
3221,,,,minor_distribution,26.0,72883.20000000001,13,13,0,1573.747158857288,2080.6825715146692
3225,Hellberge,,110000,generation,33.8,94748.16,17,17,0,1021.6072634732399,1946.5197322470335
3233,UW Seelow Loose,Energiekontor,110000,generation,46.2,48565.439999999995,1,0,1,1045.9136060615342,1045.9136060615342
3243,Umspannwerk Kathlow,,,,14.0,39244.8,7,7,0,1377.7922108413209,1967.0716798644007
3248,,,,generation,64.2,179965.44,29,29,0,1482.4988894884098,2949.701762901353
3266,,,,,15.377,16164.302400000002,1,0,1,54.75775084717159,54.75775084717159
3270,,,,,18.392,19333.6704,1,0,1,107.22223660661503,107.22223660661503
3277,Wichmannsdorf Ost,E.DIS Netz,110000,generation,159.24831,167401.82347199996,3,0,3,552.1839035555557,552.1839035555557
3278,Umspannwerk Bertikow,Enertrag,110000,transmission,73.08,204857.856,20,20,0,2749.6218101993445,4115.617736051962
3283,UW Frieedersdorf,PROKON,110000,generation,4.0,11212.800000000001,2,2,0,436.51093154635316,515.8694828049377
3285,TS Dannenberg Bodenseichen,,,minor_distribution,16.8,47093.76,4,4,0,3734.5562792665523,4209.501634654666
33,,eon,,,2.3,6447.360000000001,1,1,0,3064.404019691955,3064.404019691955
3328,,,,,2.35,6587.52,1,1,0,6128.4346985505035,6128.4346985505035
3342,,,,,1.5,4204.8,1,1,0,15.341469900273069,15.341469900273069
3343,,,,,1.5,4204.8,1,1,0,12.288304617541204,12.288304617541204
3344,,,,,2.0,5606.400000000001,1,1,0,7.966607180167081,7.966607180167081
3345,,,,,1.5,4204.8,1,1,0,14.356774019618074,14.356774019618074
3346,,,,,1.5,4204.8,1,1,0,11.860368675968932,11.860368675968932
3347,,,,,1.5,4204.8,1,1,0,11.189284041572947,11.189284041572947
3348,,,,,3.85,10792.32,2,2,0,125.19817068309908,239.1295251073224
3349,,,,,1.5,4204.8,1,1,0,13.521813857479936,13.521813857479936
3350,,,,,3.5,9811.2,2,2,0,318.00957898448905,369.18861236356463
3354,,,,,2.05,5746.56,1,1,0,13.49081223845806,13.49081223845806
3355,,,,,2.05,5746.56,1,1,0,13.990734536274168,13.990734536274168
3356,,,,,2.05,5746.56,1,1,0,13.534158082752196,13.534158082752196
3357,,,,,22.0,61670.4,4,4,0,390.1811628522555,646.5069687055085
3362,,,,,4.0,11212.800000000001,2,2,0,422.92413963684055,508.4400529978628
3364,,,,,4.0,11212.800000000001,2,2,0,393.6658168578307,401.92477598125976
3365,,,,,5.5,15417.6,1,1,0,349.5651790335247,349.5651790335247
3366,,,,,4.0,11212.800000000001,2,2,0,150.04721295075788,284.5392863478254
3367,,,,,1.5,4204.8,1,1,0,13.243515221710492,13.243515221710492
3368,,,,,1.5,4204.8,1,1,0,13.915619587680393,13.915619587680393
3369,,,,,4.0,11212.800000000001,2,2,0,217.2744023799229,420.04092329633335
3370,,,,,5.5,15417.600000000002,3,3,0,207.76627277483385,309.76330881526206
3371,,,,,6.2,17379.84,3,3,0,325.45296731290017,655.5886789490024
3373,,,,,6.35,17800.32,3,3,0,349.4938074750094,370.306394986699
3374,,,,,4.35,12193.920000000002,2,2,0,552.563077095573,825.1889252019037
3375,,,,,39.2,109885.44,7,7,0,1095.9117585509823,2132.1351642571303
3379,,,,,3.5,9811.2,2,2,0,5013.925748442615,5207.961529583403
3382,UW Görlsdorf,EnBW,110000,generation,33.6,94187.52,8,8,0,1389.5247126319762,2088.057188900989
3383,Umspannwerk Großrössen,,110000,generation,14.2,39805.44,4,4,0,1157.552579414874,1611.687148516809
339,,,,,16.799999999999997,17660.159999999996,12,0,12,4258.226477173535,4258.226477173535
3395,,enviaM,,minor_distribution,2.0,5606.400000000001,1,1,0,2413.360298447408,2413.360298447408
3404,,E.DIS Netz,,,30.43,85301.376,14,14,0,5303.088468441063,6047.742865872301
3409,,E.DIS Netz,,,20.700000000000003,58026.240000000005,6,6,0,1861.3886576175184,2526.0708759832337
3410,,,,,2.0,5606.400000000001,1,1,0,241.6329546984949,241.6329546984949
3411,,,,,2.0,5606.400000000001,1,1,0,958.9960719211673,958.9960719211673
3412,,,,,2.0,5606.400000000001,1,1,0,924.7880689333537,924.7880689333537
3416,,,,,3.45,9671.04,1,1,0,628.7354308974975,628.7354308974975
3417,,,,,22.75,63772.8,8,8,0,779.711954830439,1334.5970194856966
3418,,,,,19.55,54802.560000000005,7,7,0,601.1512566072113,1082.897672011278
3419,,,,,1.5,4204.8,1,1,0,13.130751047760365,13.130751047760365
3420,,,,,1.5,4204.8,1,1,0,13.450582396636968,13.450582396636968
3421,,,,,1.5,4204.8,1,1,0,15.215727217588553,15.215727217588553
3422,,,,,1.5,4204.8,1,1,0,14.161074620845126,14.161074620845126
3423,,,,,3.8,10652.16,2,2,0,80.14756023905086,146.4239567768043
3425,,,,,58.62028,107786.838336,23,11,12,4266.276016072186,7022.687951624769
3426,UW Wuschewier,EnviTec,110000,generation,164.73363999999998,173168.002368,14,0,14,3549.3715976990416,4537.6160381873015
3437,,,,,37.85,106101.12,14,14,0,4061.023784751069,5194.3538999858765
3439,,,,minor_distribution,70.2,196784.64,25,25,0,2903.338225467769,4019.343070955676
3441,,,,generation,22.8,63912.96,4,4,0,4505.338972499837,4698.629342189677
3445,,,,generation,11.4,31956.48,2,2,0,1495.0379937668324,2295.0093201244317
3447,,,,generation,9.0,25228.800000000003,3,3,0,2824.799747710467,3198.006578652253
3448,,,,generation,52.25,54925.2,1,0,1,178.2017813011981,178.2017813011981
3451,Mürow Süd,Teut,110000,generation,19.6,54942.72,5,5,0,1106.4303751558305,2817.478571232205
3464,,,110000,,49.6,139038.72,8,8,0,4068.6614650704423,4661.735966342526
3467,,,,minor_distribution,113.19879999999999,203440.97856,17,15,2,1588.0585092707968,2057.1825708501583
3473,,E.DIS Netz,,minor_distribution,1.5,4204.8,1,1,0,1272.2606183746914,1272.2606183746914
3480,,,,,4.0,11212.800000000001,2,2,0,1870.133930531607,2044.951282987297
3482,,,,,31.68,33302.015999999996,1,0,1,3181.4148968810896,3181.4148968810896
3488,,,110000,,10.512849999999998,11051.107919999997,2,0,2,531.8654466436698,566.7788432639782
3490,,,110000,,7.33,20547.456,3,3,0,1023.5773541603781,1488.112381074906
3492,,,110000,,9.86,27639.552,4,4,0,1713.1006779927486,1810.205314010699
3493,,,110000,,8.3,23266.56,4,4,0,966.9422662494507,1500.6759549839048
3506,,,,minor_distribution,6.15,17239.68,2,2,0,1897.4792390944997,1933.9256739587338
3507,,,,minor_distribution,3.075,8619.84,1,1,0,2316.4190675320597,2316.4190675320597
3508,,,,minor_distribution,45.905,75192.336,6,5,1,1988.4625909332465,2597.5408734410016
3509,,,,minor_distribution,21.525000000000002,60338.880000000005,7,7,0,1952.9743250311972,2446.0127911543186
3518,Stegemannshof Nord 2,Boreas,110000,generation,3.075,8619.84,1,1,0,2126.833684864016,2126.833684864016
3519,,,,minor_distribution,12.0,33638.4,5,5,0,3034.519245226371,3495.830040794663
3524,,,,minor_distribution,2.4,6727.68,1,1,0,2935.053900572919,2935.053900572919
3538,,Trianel,110000,generation,21.799999999999997,61109.76000000001,10,10,0,1332.0987287759544,1815.3705344052687
3539,,,110000,generation,51.327538000000004,82513.1079456,12,8,4,2087.9364028908935,3286.506939886883
3543,Leißnitz,NOTUS,110000,generation,1.5,4204.8,1,1,0,1746.5749421653545,1746.5749421653545
3544,Groß Rietz,enercity,110000,generation,20.0,56064.00000000001,10,10,0,1843.5960446471843,2409.046943827962
357,,,,minor_distribution,2.5,7008.0,1,1,0,1973.8216127385367,1973.8216127385367
370,,,,minor_distribution,3.0,8409.6,2,2,0,4351.581904402787,4745.523265312887
396,,,,minor_distribution,25.9,72602.88,6,6,0,5333.693096755414,6284.152559550596
410,,e.dis,,minor_distribution,20.46,21507.552000000003,2,0,2,1415.830580932266,1449.2223335313402
450,Trafohäuschen mit Getreidefeld,E.DIS,,minor_distribution,16.8,47093.76,4,4,0,1266.9514636967006,1710.476965602936
488,,E.DIS,,minor_distribution,3.3,9250.56,1,1,0,1982.1768848634679,1982.1768848634679
505,,,,generation,1.5,4204.8,1,1,0,12.44154509937359,12.44154509937359
506,,,,generation,1.5,4204.8,1,1,0,12.033978874788891,12.033978874788891
507,,,,generation,1.5,4204.8,1,1,0,10.006606597703955,10.006606597703955
508,,,,generation,1.5,4204.8,1,1,0,12.783378839840543,12.783378839840543
509,,,,generation,1.5,4204.8,1,1,0,9.734550970613318,9.734550970613318
510,,,,generation,1.5,4204.8,1,1,0,7.229769897594546,7.229769897594546
511,,,,generation,1.5,4204.8,1,1,0,19.924106987020963,19.924106987020963
512,,,,generation,1.5,4204.8,1,1,0,46.47666043554648,46.47666043554648
513,,,,generation,1.5,4204.8,1,1,0,13.258505166453363,13.258505166453363
515,,,,generation,1.5,4204.8,1,1,0,13.786288805005537,13.786288805005537
516,,,,generation,3.0,8409.6,2,2,0,224.90435931109144,438.72991683562503
517,,,,generation,5.5,15417.600000000002,3,3,0,331.1293933781471,527.3280767633513
518,,,,generation,3.0,8409.6,2,2,0,12.49074669404412,12.49074669404412
519,,,,generation,3.5,9811.2,2,2,0,209.54168818952547,410.8249614636861
588,,,,,29.33593,30837.929616,3,0,3,1510.3207360589156,1748.1827791882304
673,,,,,26.545797,27904.9418064,5,0,5,1824.483401612765,1905.8191272666788
686,,E.DIS Netz GmbH,,minor_distribution,19.5832,20585.85984,1,0,1,3737.849305315284,3737.849305315284
687,,E.DIS Netz GmbH,,minor_distribution,65.472,68824.16639999999,1,0,1,890.7490678530248,890.7490678530248
781,,Netzgesellschaft Potsdam,,minor_distribution,7.788,8186.7456,1,0,1,265.6380398838988,265.6380398838988
838,,E.DIS Netz GmbH,,minor_distribution,2.3,6447.360000000001,1,1,0,1417.2053217810444,1417.2053217810444
851,,E.DIS Netz GmbH,,minor_distribution,11.4,31956.48,2,2,0,821.7338898410342,962.260298946658
86,KPS Heidehof,,,,110.3,309192.96,52,52,0,1730.9772169291432,3119.418987379117
860,,,,,29.3,82133.76000000001,15,15,0,2585.764664900826,3206.4719898659214
914,,E.DIS Netz GmbH,,,24.45,68538.24,9,9,0,2031.1831677592418,2446.5195875336067
963,,,,minor_distribution,2.1744,2285.7292799999996,2,0,2,2891.3039446429702,2914.0425332559375
99,,,,,12.0,33638.4,6,6,0,2328.066149091183,2830.636416042727
